Format:             MT2DData_1.0
#Description:      Data file generated by MATLAB at 27-Aug-2022 14:15:03
#Comments:         
Receiver Location (m):    41
#     Y     Z
        0.00         0.00
      400.00         0.00
      800.00         0.00
     1200.00         0.00
     1600.00         0.00
     2000.00         0.00
     2400.00         0.00
     2800.00         0.00
     3200.00         0.00
     3600.00         0.00
     4000.00         0.00
     4400.00         0.00
     4800.00         0.00
     5200.00         0.00
     5600.00         0.00
     6000.00         0.00
     6400.00         0.00
     6800.00         0.00
     7200.00         0.00
     7600.00         0.00
     8000.00         0.00
     8400.00         0.00
     8800.00         0.00
     9200.00         0.00
     9600.00         0.00
    10000.00         0.00
    10400.00         0.00
    10800.00         0.00
    11200.00         0.00
    11600.00         0.00
    12000.00         0.00
    12400.00         0.00
    12800.00         0.00
    13200.00         0.00
    13600.00         0.00
    14000.00         0.00
    14400.00         0.00
    14800.00         0.00
    15200.00         0.00
    15600.00         0.00
    16000.00         0.00
Frequencies (Hz):    11
    1.00000e+02
    3.98110e+01
    1.58490e+01
    6.30960e+00
    2.51190e+00
    1.00000e+00
    3.98110e-01
    1.58490e-01
    6.30960e-02
    2.51190e-02
    1.00000e-02
DataType:  Impedance
DataComp:     2
ZXY
ZYX
Data Block:     902
# FreqNo.  RxNo.   DataType    RealValue     ImagValue      Error
   10     38        1    3.035703e-03    2.982354e-03    2.146419e-04
   10     38        2   -2.928250e-03   -3.179300e-03    2.238903e-04
   10     39        1    2.675054e-03    2.984326e-03    2.146951e-04
   10     39        2   -3.021941e-03   -3.188085e-03    2.245243e-04
   10     40        1    3.248609e-03    2.986264e-03    2.147487e-04
   10     40        2   -3.123495e-03   -3.196846e-03    2.251590e-04
   10     41        1    2.921115e-03    2.988148e-03    2.148017e-04
   10     41        2   -3.181597e-03   -3.204857e-03    2.257400e-04
   11      1        1    2.010801e-03    1.904230e-03    1.380024e-04
   11      1        2   -1.962677e-03   -2.140256e-03    1.500272e-04
   11      2        1    2.089590e-03    1.900814e-03    1.378902e-04
   11      2        2   -2.170313e-03   -2.154018e-03    1.510237e-04
   11      3        1    2.221363e-03    1.896695e-03    1.377528e-04
   11      3        2   -2.141410e-03   -2.169547e-03    1.521472e-04
   11      4        1    1.886477e-03    1.891636e-03    1.375813e-04
   11      4        2   -2.218678e-03   -2.186542e-03    1.533757e-04
   11      5        1    2.116214e-03    1.885308e-03    1.373634e-04
   11      5        2   -2.139364e-03   -2.203910e-03    1.546299e-04
   11      6        1    2.119961e-03    1.877243e-03    1.370812e-04
   11      6        2   -2.174253e-03   -2.218795e-03    1.557033e-04
   11      7        1    2.271157e-03    1.866789e-03    1.367100e-04
   11      7        2   -2.450956e-03   -2.224517e-03    1.561140e-04
   11      8        1    1.940354e-03    1.853092e-03    1.362167e-04
   11      8        2   -2.185140e-03   -2.206504e-03    1.548118e-04
   11      9        1    2.007858e-03    1.835222e-03    1.355645e-04
   11      9        2   -1.880437e-03   -2.135655e-03    1.497032e-04
   11     10        1    2.023373e-03    1.812759e-03    1.347345e-04
   11     10        2   -1.937553e-03   -1.965345e-03    1.374387e-04
   11     11        1    2.000342e-03    1.787184e-03    1.337793e-04
   11     11        2   -1.523784e-03   -1.665225e-03    1.158423e-04
   11     12        1    1.896699e-03    1.762701e-03    1.328573e-04
   11     12        2   -1.208835e-03   -1.316868e-03    9.077495e-05
   11     13        1    1.779045e-03    1.743324e-03    1.321237e-04
   11     13        2   -9.840982e-04   -1.055640e-03    7.196694e-05
   11     14        1    1.860101e-03    1.730270e-03    1.316278e-04
   11     14        2   -8.625401e-04   -9.059957e-04    6.118597e-05
   11     15        1    2.020185e-03    1.723148e-03    1.313566e-04
   11     15        2   -8.140776e-04   -8.372570e-04    5.622992e-05
   11     16        1    1.852962e-03    1.721388e-03    1.312887e-04
   11     16        2   -8.230313e-04   -8.261005e-04    5.542098e-05
   11     17        1    1.720402e-03    1.724814e-03    1.314174e-04
   11     17        2   -7.942371e-04   -8.707227e-04    5.862888e-05
   11     18        1    2.137605e-03    1.733764e-03    1.317555e-04
   11     18        2   -9.252407e-04   -9.934881e-04    6.746345e-05
   11     19        1    1.955396e-03    1.748971e-03    1.323301e-04
   11     19        2   -1.259616e-03   -1.241310e-03    8.530120e-05
   11     20        1    2.199859e-03    1.770947e-03    1.331586e-04
   11     20        2   -1.631433e-03   -1.658267e-03    1.153084e-04
   11     21        1    2.165707e-03    1.798403e-03    1.341881e-04
   11     21        2   -2.075780e-03   -2.168323e-03    1.520028e-04
   11     22        1    1.959218e-03    1.826927e-03    1.352486e-04
   11     22        2   -2.312637e-03   -2.530273e-03    1.780365e-04
   11     23        1    2.130522e-03    1.851851e-03    1.361650e-04
   11     23        2   -2.691550e-03   -2.689923e-03    1.895183e-04
   11     24        1    2.175330e-03    1.871503e-03    1.368786e-04
   11     24        2   -2.378522e-03   -2.740394e-03    1.931460e-04
   11     25        1    1.989566e-03    1.886306e-03    1.374089e-04
   11     25        2   -2.779533e-03   -2.747704e-03    1.936677e-04
   11     26        1    2.054619e-03    1.897244e-03    1.377950e-04
   11     26        2   -2.654007e-03   -2.740043e-03    1.931111e-04
   11     27        1    2.110409e-03    1.905197e-03    1.380710e-04
   11     27        2   -2.757074e-03   -2.726711e-03    1.921459e-04
   11     28        1    2.097696e-03    1.910794e-03    1.382609e-04
   11     28        2   -2.487590e-03   -2.707201e-03    1.907361e-04
   11     29        1    2.023203e-03    1.914447e-03    1.383803e-04
   11     29        2   -2.621507e-03   -2.671355e-03    1.881522e-04
   11     30        1    1.824724e-03    1.916459e-03    1.384405e-04
   11     30        2   -2.785024e-03   -2.594583e-03    1.826272e-04
   11     31        1    1.795724e-03    1.917222e-03    1.384559e-04
   11     31        2   -2.631306e-03   -2.446195e-03    1.719551e-04
   11     32        1    1.976282e-03    1.917355e-03    1.384492e-04
   11     32        2   -2.474569e-03   -2.254675e-03    1.581777e-04
   11     33        1    2.274346e-03    1.917425e-03    1.384412e-04
   11     33        2   -1.959417e-03   -2.109562e-03    1.477285e-04
   11     34        1    1.720325e-03    1.917663e-03    1.384401e-04
   11     34        2   -2.152116e-03   -2.032093e-03    1.421406e-04
   11     35        1    1.982135e-03    1.918079e-03    1.384462e-04
   11     35        2   -2.193130e-03   -1.999351e-03    1.397714e-04
   11     36        1    1.933093e-03    1.918619e-03    1.384574e-04
   11     36        2   -1.791458e-03   -1.989451e-03    1.390484e-04
   11     37        1    1.973888e-03    1.919231e-03    1.384719e-04
   11     37        2   -1.952638e-03   -1.989798e-03    1.390653e-04
   11     38        1    1.857699e-03    1.919876e-03    1.384879e-04
   11     38        2   -2.025115e-03   -1.994201e-03    1.393759e-04
   11     39        1    1.809048e-03    1.920529e-03    1.385047e-04
   11     39        2   -1.902447e-03   -1.999826e-03    1.397757e-04
   11     40        1    1.933452e-03    1.921177e-03    1.385217e-04
   11     40        2   -1.849256e-03   -2.005453e-03    1.401765e-04
   11     41        1    2.167355e-03    1.921809e-03    1.385385e-04
   11     41        2   -1.812907e-03   -2.010602e-03    1.405435e-04
